stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
23,30,-1.0472,-0.698132,-0.174533,-0.174533,-1.04021,-0.689964,-0.162959,-0.184299,-1.39695,-0.457323,-0.347204,0.292977
