stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188148,-0.155337,1.7034,0.681001,-0.204223,-0.287942
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
30,25,-0.0872665,0.814493,0.174533,-0.174533,-0.1043,0.790171,0.188204,-0.155307,1.7034,0.681001,-0.205063,-0.288383
