stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
23,45,-1.0472,-0.698132,0.174533,-0.174533,-1.03542,-0.689557,0.179725,-0.187294,-1.41372,-0.342991,-0.129712,0.319082
