stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147437,0.135775,-1.29673,-0.551365,0.812962,1.16281,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147389,0.135741,-1.29673,-0.551365,0.814368,1.1638,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147341,0.135707,-1.29673,-0.551365,0.815801,1.16481,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147293,0.135673,-1.29673,-0.551365,0.817235,1.16583,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04071,-0.688286,0.147245,0.135639,-1.29673,-0.551365,0.818673,1.16684,-1.30582,-0.555975,0.809507,1.16103
