stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17492,-0.150074,-1.24968,-0.600252,-0.00580415,-0.366887
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
20,45,-1.0472,-0.698132,0.174533,-0.174533,-1.0347,-0.676694,0.17485,-0.150044,-1.24968,-0.600252,-0.00475174,-0.367331
