stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm]
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
35,25,-1.22173,0.814493,0.174533,-0.174533,-1.20615,0.794289,0.178265,-0.155795,-1.55818,0.565694,-0.0559835,-0.281067
