stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.16542,-0.187801,0.833122,-0.297974,-0.273376,0.398035,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165423,-0.18786,0.833122,-0.297974,-0.273289,0.399823,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165426,-0.18792,0.833122,-0.297974,-0.273202,0.40161,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
24,30,-0.567232,-0.698132,-0.174533,-0.174533,-0.571398,-0.692811,-0.165429,-0.18798,0.833122,-0.297974,-0.273114,0.403398,0.833122,-0.297974,-0.269953,0.37298
